Invoice ID,Invoice Number,Invoice Date,Invoice Status,Customer ID,Due Date,Discount (%),Sub Total (BCY),Discount Amount,Adjustment (BCY),Total (BCY),Sales Person ID,Created Time,Quote ID,Age In Days,Age Tier,Balance (BCY),Purchase Order#,Exchange Rate,Write Off Amount (BCY),Last Modified Time,Discount Amount (BCY),Discount Amount (FCY),Transaction Type,Status,Bill ID
9465000013501156,MTE-7226,14 Apr 2025,Closed,9465000007168435,14 Apr 2025,0.00%,SAR 658.25,SAR 0.00K,SAR 0.00,757.00,9465000006350932,2025-04-14 13:52:52,,102,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-11 13:43:42,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015621719,MTE-7905,27 May 2025,Closed,9465000011110121,27 May 2025,0.00%,"SAR 1,498.28",SAR 0.00K,SAR 0.00,"1,723.00",9465000006350932,2025-05-27 15:43:10,,59,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-11 12:52:48,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015965932,MTE-8021,02 Jun 2025,Closed,9465000009755421,02 Jun 2025,0.00%,SAR 416.52,SAR 0.00K,SAR 0.00,479.00,9465000006350932,2025-06-02 21:12:33,,53,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-11 13:23:24,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016768538,MTE-8126,10 Jun 2025,Closed,9465000000117866,10 Jun 2025,0.00%,SAR 16.52,SAR 0.00K,SAR 0.00,19.00,9465000000162172,2025-06-10 15:40:23,,45,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-11 07:28:34,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015454740,MTE-7764,19 May 2025,Overdue,9465000009778075,03 Jun 2025,0.00%,SAR 493.05,SAR 0.00K,SAR 0.00,567.00,9465000006350932,2025-05-19 23:14:05,,67,3. 61 - 90 days,252.00,,1.00,SAR 0.00,2025-06-11 12:44:20,SAR 0.00,SAR 0.00,invoice,Overdue,
9465000016791110,MTE-8130,10 Jun 2025,Closed,9465000016787371,25 Jun 2025,0.00%,SAR 174.47,SAR 0.00K,SAR 0.00,201.00,,2025-06-10 23:33:51,,45,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-12 12:31:54,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015565392,MTE-7814,24 May 2025,Closed,9465000011569206,24 May 2025,0.00%,SAR 451.31,SAR 0.00K,SAR 0.00,519.00,9465000006350932,2025-05-24 17:09:17,,62,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-13 20:07:36,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015431740,MTE-7726,18 May 2025,Closed,9465000007213227,18 May 2025,0.00%,SAR 249.56,SAR 0.00K,SAR 0.00,287.00,9465000006350932,2025-05-18 21:02:23,,68,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-13 20:11:46,SAR 0.00,SAR 0.00,invoice,Closed,
9465000011532083,MTE-6824,09 Mar 2025,Overdue,9465000011531521,09 Mar 2025,0.00%,"SAR 1,130.43",SAR 0.00K,SAR 0.00,"1,300.00",9465000006350932,2025-03-09 13:45:49,,138,4. 91 - 180 days,200.00,,1.00,SAR 0.00,2025-06-14 08:51:56,SAR 0.00,SAR 0.00,invoice,Overdue,
9465000016014181,MTE-8028,03 Jun 2025,Closed,9465000006043116,03 Jun 2025,0.00%,SAR 415.64,SAR 0.00K,SAR 0.00,478.00,9465000006350932,2025-06-03 10:16:24,,52,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 12:22:38,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016122957,MTE-8107,09 Jun 2025,Closed,9465000007168863,09 Jun 2025,0.00%,SAR 255.66,SAR 0.00K,SAR 0.00,294.00,9465000006350932,2025-06-09 18:55:55,,46,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 12:57:40,SAR 0.00,SAR 0.00,invoice,Closed,
9465000011664385,MTE-6897,16 Mar 2025,Overdue,9465000012076521,16 Mar 2025,0.00%,"SAR 1,319.98",SAR 0.00K,SAR 0.00,"1,518.00",9465000006350932,2025-03-16 23:02:43,,131,4. 91 - 180 days,"1,018.00",,1.00,SAR 0.00,2025-06-14 12:08:01,SAR 0.00,SAR 0.00,invoice,Overdue,
9465000015431670,MTE-7725,18 May 2025,Closed,9465000012167225,18 May 2025,0.00%,SAR 588.70,SAR 0.00K,SAR 0.00,677.00,9465000006350932,2025-05-18 20:12:09,,68,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-14 14:46:08,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016129114,MTE-8065,07 Jun 2025,Closed,9465000006409397,07 Jun 2025,0.00%,"SAR 4,697.83",SAR 0.00K,SAR 0.00,"5,403.00",9465000000162172,2025-06-07 09:16:30,,48,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 15:23:34,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016714423,MTE-8103,09 Jun 2025,Closed,9465000015353925,09 Jun 2025,0.00%,SAR 462.61,SAR 0.00K,SAR 0.00,532.00,9465000006350932,2025-06-09 18:39:52,,46,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 12:11:22,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016836401,MTE-8165,12 Jun 2025,Closed,9465000016828398,27 Jun 2025,0.00%,SAR 12.73,SAR 0.00K,SAR 0.00,15.00,,2025-06-12 20:27:20,,43,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 11:51:24,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015421805,SEB T.O -027,11 May 2025,Closed,9465000006150261,11 May 2025,0.00%,"SAR 2,887.03",SAR 0.00K,SAR 0.00,"3,320.00",9465000000162172,2025-05-18 12:07:24,,75,3. 61 - 90 days,0.00,STK TRFR (MATHAM KENZ),1.00,SAR 0.00,2025-06-14 14:43:39,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016013037,MTE-8022,02 Jun 2025,Closed,9465000007168635,02 Jun 2025,0.00%,SAR 586.96,SAR 0.00K,SAR 0.00,675.00,9465000006350932,2025-06-02 21:14:29,,53,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 08:52:47,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016122669,MTE-8089,09 Jun 2025,Closed,9465000006043116,09 Jun 2025,0.00%,"SAR 1,038.26",SAR 0.00K,SAR 0.00,"1,194.00",9465000006350932,2025-06-09 13:15:41,,46,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 12:22:38,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016714567,MTE-8108,09 Jun 2025,Closed,9465000013384643,09 Jun 2025,0.00%,SAR 620.43,SAR 0.00K,SAR 0.00,714.00,9465000006350932,2025-06-09 18:59:01,,46,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 12:26:07,SAR 0.00,SAR 0.00,invoice,Closed,
9465000014399393,MTE-7511,05 May 2025,Closed,9465000009557076,05 May 2025,0.00%,"SAR 1,028.71",SAR 0.00K,SAR 0.00,"1,183.00",9465000006350932,2025-05-05 23:17:42,,81,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-14 12:24:46,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015965118,MTE-7989,01 Jun 2025,Closed,9465000013881638,01 Jun 2025,0.00%,SAR 763.48,SAR 0.00K,SAR 0.00,878.00,9465000006350932,2025-06-01 21:55:50,,54,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 12:58:24,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016274304,MTE-8070,07 Jun 2025,Closed,9465000006854488,07 Jun 2025,0.00%,SAR 286.97,SAR 0.00K,SAR 0.00,330.00,9465000006350932,2025-06-07 20:21:26,,48,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-14 12:42:33,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015577593,MTE-7856,26 May 2025,Closed,9465000000333992,26 May 2025,0.00%,SAR 480.00,SAR 0.00K,SAR 0.00,552.00,,2025-05-26 11:52:06,,60,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-15 11:18:06,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016937065,MTE-8200,15 Jun 2025,Closed,9465000002126379,15 Jun 2025,0.00%,"SAR 4,296.00",SAR 0.00K,SAR 0.00,"4,940.00",,2025-06-15 12:46:24,,40,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-16 16:08:27,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013904233,MTE-7334,24 Apr 2025,Closed,9465000000104961,24 Apr 2025,0.00%,"SAR 2,230.23",SAR 0.00K,SAR 0.00,"2,565.00",9465000000162172,2025-04-24 11:11:02,9465000013904087,92,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-19 15:43:03,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016746316,MTE-8127,10 Jun 2025,Closed,9465000000104389,10 Jun 2025,0.00%,SAR 310.00,SAR 0.00K,SAR 0.00,357.00,9465000000133538,2025-06-10 15:54:29,,45,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-19 15:23:21,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017047015,MTE-8262,17 Jun 2025,Closed,9465000000103795,17 Jun 2025,0.00%,SAR 342.94,SAR 0.00K,SAR 0.00,394.00,9465000000133538,2025-06-17 12:25:21,,38,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-19 14:57:39,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016079420,MTE-8058,05 Jun 2025,Closed,9465000012173671,20 Jun 2025,0.00%,SAR 173.91,SAR 0.00K,SAR 0.00,200.00,9465000000133538,2025-06-05 10:59:59,,50,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-19 14:56:27,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016836145,MTE-8157,12 Jun 2025,Closed,9465000000104433,12 Jun 2025,0.00%,SAR 252.01,SAR 0.00K,SAR 0.00,290.00,9465000000133538,2025-06-12 15:02:49,,43,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-19 15:25:38,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015311611,MTE-7698,17 May 2025,Closed,9465000003150436,17 May 2025,0.00%,"SAR 1,189.50",SAR 0.00K,SAR 0.00,"1,368.00",9465000000133538,2025-05-17 13:09:00,,69,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-19 15:47:41,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016828208,MTE-8158,12 Jun 2025,Closed,9465000000104939,12 Jun 2025,0.00%,SAR 185.13,SAR 0.00K,SAR 0.00,213.00,9465000000133538,2025-06-12 15:17:25,,43,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-19 15:41:45,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017048167,MTE-8266,17 Jun 2025,Closed,9465000000104807,17 Jun 2025,0.00%,SAR 123.72,SAR 0.00K,SAR 0.00,142.00,9465000000133538,2025-06-17 15:18:06,,38,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-19 15:37:41,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016836123,MTE-8156,12 Jun 2025,Closed,9465000000104015,12 Jun 2025,0.00%,SAR 25.57,SAR 0.00K,SAR 0.00,29.00,9465000000133538,2025-06-12 14:47:25,,43,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-19 15:02:35,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016274478,MTE-8079,08 Jun 2025,Closed,9465000011532607,08 Jun 2025,0.00%,SAR 715.64,SAR 0.00K,SAR 0.00,823.00,9465000006350932,2025-06-08 16:48:30,,47,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-20 18:12:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016903855,MTE-8183,14 Jun 2025,Closed,9465000016903843,29 Jun 2025,0.00%,SAR 79.35,SAR 0.00K,SAR 0.00,91.00,,2025-06-14 19:54:01,,41,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-24 13:39:21,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015568059,SEB T.O -028,23 May 2025,Closed,9465000006150261,23 May 2025,0.00%,"SAR 7,353.90",SAR 0.00K,SAR 0.00,"8,457.00",9465000000162172,2025-05-24 16:18:32,,63,3. 61 - 90 days,0.00,STK TRFR,1.00,SAR 0.00,2025-06-22 23:52:41,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017174485,MTE-8280,19 Jun 2025,Closed,9465000017172969,04 Jul 2025,0.00%,SAR 66.45,SAR 0.00K,SAR 0.00,76.00,,2025-06-19 12:14:05,,36,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-24 13:37:51,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016903915,MTE-8189,14 Jun 2025,Closed,9465000016903887,29 Jun 2025,0.00%,SAR 513.17,SAR 0.00K,SAR 0.00,590.00,,2025-06-14 20:48:55,,41,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-24 13:26:27,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017383689,SEB EXP025,05 Jun 2025,Closed,9465000006150261,05 Jun 2025,0.00%,"SAR 3,890.43",SAR 0.00K,SAR 0.00,"4,474.00",9465000000162172,2025-06-22 23:30:52,,50,2. 31 - 60 days,0.00,PUR-SL SAFA LUXURY(RF-9699),1.00,SAR 0.00,2025-06-23 00:58:09,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016903793,MTE-8182,14 Jun 2025,Closed,9465000016828350,29 Jun 2025,0.00%,SAR 60.00,SAR 0.00K,SAR 0.00,69.00,,2025-06-14 18:36:05,,41,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-24 13:36:21,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017224062,MTE-8286,21 Jun 2025,Closed,9465000000117866,21 Jun 2025,0.00%,SAR 163.48,SAR 0.00K,SAR 0.00,188.00,,2025-06-21 09:56:17,,34,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-21 13:39:12,SAR 0.00,SAR 0.00,invoice,Closed,
9465000012234624,MTE-6984,24 Mar 2025,Closed,9465000006741433,24 Mar 2025,0.00%,SAR 328.00,SAR 0.00K,SAR 0.00,377.00,9465000006350932,2025-03-24 17:32:44,,123,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-27 15:49:39,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016932611,MTE-8208,15 Jun 2025,Closed,9465000016932599,15 Jun 2025,0.00%,SAR 380.87,SAR 0.00K,SAR 0.00,438.00,9465000006350932,2025-06-15 16:26:43,,40,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-27 15:44:47,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016976388,MTE-8244,16 Jun 2025,Closed,9465000006043116,16 Jun 2025,0.00%,SAR 294.79,SAR 0.00K,SAR 0.00,339.00,9465000006350932,2025-06-16 21:09:03,,39,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-27 15:48:15,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017875079,MTE-8358,24 Jun 2025,Overdue,9465000000104741,24 Jun 2025,0.00%,SAR 34.78,SAR 0.00K,SAR 0.00,40.00,9465000000133538,2025-06-24 16:41:33,,31,2. 31 - 60 days,40.00,,1.00,SAR 0.00,2025-06-27 16:35:14,SAR 0.00,SAR 0.00,invoice,Overdue,
9465000016916811,MTE-8185,14 Jun 2025,Closed,9465000006854488,14 Jun 2025,0.00%,SAR 176.52,SAR 0.00K,SAR 0.00,203.00,9465000006350932,2025-06-14 19:58:59,,41,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-27 15:58:29,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017014037,MTE-8248,16 Jun 2025,Closed,9465000006043116,16 Jun 2025,0.00%,SAR 345.44,SAR 0.00K,SAR 0.00,397.00,9465000006350932,2025-06-16 21:52:08,,39,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-27 15:48:15,SAR 0.00,SAR 0.00,invoice,Closed,
9465000014557821,MTE-7588,11 May 2025,Closed,9465000009318054,11 May 2025,0.00%,SAR 930.43,SAR 0.00K,SAR 0.00,"1,070.00",9465000006350932,2025-05-11 14:14:15,,75,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-27 16:06:20,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016714467,MTE-8104,09 Jun 2025,Closed,9465000006736932,09 Jun 2025,0.00%,SAR 254.78,SAR 0.00K,SAR 0.00,293.00,9465000006350932,2025-06-09 18:42:02,,46,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-27 15:45:37,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016976348,MTE-8242,16 Jun 2025,Closed,9465000013384643,16 Jun 2025,0.00%,SAR 389.56,SAR 0.00K,SAR 0.00,448.00,9465000006350932,2025-06-16 20:58:36,,39,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-27 15:50:11,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016012066,MTE-7997,02 Jun 2025,Closed,9465000006700566,02 Jun 2025,0.00%,"SAR 1,015.92",SAR 0.00K,SAR 0.00,"1,168.00",9465000006350932,2025-06-02 13:51:32,,53,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-28 09:55:22,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017371742,MTE-8312,22 Jun 2025,Closed,9465000013384643,22 Jun 2025,0.00%,SAR 350.85,SAR 0.00K,SAR 0.00,404.00,9465000006350932,2025-06-22 21:35:24,,33,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-28 10:03:38,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017661370,MTE-8345,23 Jun 2025,Closed,9465000006736826,23 Jun 2025,0.00%,SAR 532.18,SAR 0.00K,SAR 0.00,612.00,9465000006350932,2025-06-23 19:09:48,,32,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-28 09:52:43,SAR 0.00,SAR 0.00,invoice,Closed,
9465000018270264,EXPIRE-00101,28 Jun 2025,Open,9465000015598637,28 Jun 2025,0.00%,SAR 76.67,SAR 0.00K,SAR 0.00,88.00,9465000000162172,2025-06-28 13:17:57,,27,2. 31 - 60 days,88.00,,1.00,SAR 0.00,2025-06-28 13:22:01,SAR 0.00,SAR 0.00,invoice,Overdue,
9465000017661038,MTE-8328,23 Jun 2025,Closed,9465000006741467,23 Jun 2025,0.00%,SAR 111.31,SAR 0.00K,SAR 0.00,128.00,9465000006350932,2025-06-23 18:10:30,,32,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-28 10:13:31,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003932966,MTE-4911,28 Sep 2024,Closed,9465000003932943,28 Sep 2024,0.00%,SAR 164.34,SAR 0.00K,SAR 0.00,189.00,9465000003462744,2024-09-28 12:21:52,,300,5. Above 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:51:14,SAR 0.00,SAR 0.00,invoice,Closed,
9465000011664155,MTE-6890,16 Mar 2025,Closed,9465000000117866,16 Mar 2025,0.00%,SAR 167.83,SAR 0.00K,SAR 0.00,193.00,9465000000162172,2025-03-16 13:32:54,,131,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013244458,MTE-7130,07 Apr 2025,Closed,9465000000117866,07 Apr 2025,0.00%,SAR 313.04,SAR 0.00K,SAR 0.00,360.00,9465000000162172,2025-04-07 15:18:33,,109,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013753422,MTE-7261,19 Apr 2025,Closed,9465000000117866,19 Apr 2025,0.00%,SAR 52.17,SAR 0.00K,SAR 0.00,60.00,9465000000162172,2025-04-19 17:00:48,,97,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000014079178,MTE-7370,27 Apr 2025,Closed,9465000000105819,27 Apr 2025,0.00%,"SAR 2,027.39",SAR 0.00K,SAR 0.00,"2,332.00",9465000000162172,2025-04-27 17:11:15,,89,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-29 15:51:23,SAR 0.00,SAR 0.00,invoice,Closed,
9465000014284047,MTE-7436,01 May 2025,Closed,9465000000117866,01 May 2025,0.00%,SAR 69.56,SAR 0.00K,SAR 0.00,80.00,9465000000162172,2025-05-01 08:07:59,,85,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000014472268,MTE-7538,07 May 2025,Closed,9465000000442515,07 May 2025,0.00%,SAR 132.17,SAR 0.00K,SAR 0.00,152.00,9465000000162172,2025-05-07 10:47:21,,79,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-29 16:14:56,SAR 0.00,SAR 0.00,invoice,Closed,
9465000014511772,MTE-7569,10 May 2025,Closed,9465000000117866,10 May 2025,0.00%,SAR 26.09,SAR 0.00K,SAR 0.00,30.00,9465000000162172,2025-05-10 12:29:53,,76,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015443319,MTE-7737,19 May 2025,Closed,9465000000117866,19 May 2025,0.00%,"SAR 1,793.24",SAR 0.00K,SAR 0.00,"2,062.00",9465000000162172,2025-05-19 13:09:41,,67,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015588586,MTE-7851,26 May 2025,Closed,9465000000158901,26 May 2025,0.00%,SAR 848.00,SAR 0.00K,SAR 0.00,975.00,9465000000162172,2025-05-26 09:26:42,,60,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-29 16:15:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015559971,MTE-7812,24 May 2025,Closed,9465000000117866,24 May 2025,0.00%,SAR 442.13,SAR 0.00K,SAR 0.00,508.00,9465000000162172,2025-05-24 16:02:18,,62,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015771293,MTE-7932,29 May 2025,Closed,9465000000117866,29 May 2025,0.00%,SAR 352.17,SAR 0.00K,SAR 0.00,405.00,9465000000162172,2025-05-29 08:18:52,,57,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000015899647,MTE-7963,01 Jun 2025,Closed,9465000000117866,01 Jun 2025,0.00%,SAR 18.78,SAR 0.00K,SAR 0.00,22.00,,2025-06-01 09:11:15,,54,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016012225,MTE-8002,02 Jun 2025,Closed,9465000000117866,02 Jun 2025,0.00%,SAR 96.00,SAR 0.00K,SAR 0.00,110.00,,2025-06-02 15:43:32,,53,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016304546,MTE-8084,09 Jun 2025,Closed,9465000000117866,09 Jun 2025,0.00%,SAR 80.87,SAR 0.00K,SAR 0.00,93.00,9465000000162172,2025-06-09 10:09:53,,46,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016828334,MTE-8161,12 Jun 2025,Closed,9465000000117866,12 Jun 2025,0.00%,SAR 106.09,SAR 0.00K,SAR 0.00,122.00,,2025-06-12 16:53:30,,43,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000016916643,MTE-8178,14 Jun 2025,Closed,9465000016868491,14 Jun 2025,0.00%,SAR 17.39,SAR 0.00K,SAR 0.00,20.00,,2025-06-14 16:45:09,,41,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-29 16:50:13,SAR 0.00,SAR 0.00,invoice,Closed,
9465000017400893,MTE-8314,23 Jun 2025,Void,9465000000152506,23 Jun 2025,0.00%,"SAR 3,125.00",SAR 0.00K,SAR 0.00,"3,594.00",9465000000162172,2025-06-23 07:07:44,,32,2. 31 - 60 days,"3,594.00",,1.00,SAR 0.00,2025-06-29 22:39:05,SAR 0.00,SAR 0.00,invoice,Void,
9465000018589201,MTE-8417,26 Jun 2025,Closed,9465000000152506,26 Jun 2025,0.00%,"SAR 36,394.00",SAR 0.00K,SAR 0.00,"41,853.00",9465000000162172,2025-06-29 22:38:26,9465000018049610,29,2. 31 - 60 days,0.00,,1.00,SAR 0.00,2025-06-29 22:40:01,SAR 0.00,SAR 0.00,invoice,Closed,
9465000003462746,MTE-4604,11 Sep 2024,Closed,9465000003462721,11 Sep 2024,0.00%,SAR 21.74,SAR 0.00K,SAR 0.00,25.00,9465000000162172,2024-09-11 15:08:28,,317,5. Above 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:51:35,SAR 0.00,SAR 0.00,invoice,Closed,
9465000009760243,MTE-6635,18 Feb 2025,Closed,9465000000117866,18 Feb 2025,0.00%,SAR 167.83,SAR 0.00K,SAR 0.00,193.00,9465000000162172,2025-02-18 12:20:57,,157,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013126626,MTE-7100,06 Apr 2025,Closed,9465000000117866,06 Apr 2025,0.00%,SAR 8.70,SAR 0.00K,SAR 0.00,10.00,9465000000162172,2025-04-06 09:47:21,,110,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013419018,MTE-7196,13 Apr 2025,Closed,9465000000117866,13 Apr 2025,0.00%,"SAR 2,028.00",SAR 0.00K,SAR 0.00,"2,332.00",9465000000162172,2025-04-13 11:06:55,,103,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000013911405,MTE-7340,24 Apr 2025,Closed,9465000000117866,24 Apr 2025,0.00%,SAR 22.43,SAR 0.00K,SAR 0.00,26.00,9465000000162172,2025-04-24 14:52:43,,92,4. 91 - 180 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
9465000014260225,MADB-5897,30 Apr 2025,Void,9465000014260213,30 Apr 2025,0.00%,"SAR 88,399.98",SAR 0.00K,SAR 0.00,"101,660.00",9465000000162172,2025-04-30 12:41:07,,86,3. 61 - 90 days,"101,660.00",,1.00,SAR 0.00,2025-06-29 16:12:33,SAR 0.00,SAR 0.00,invoice,Void,
9465000014304670,MTE-7450,03 May 2025,Closed,9465000000117866,03 May 2025,0.00%,SAR 320.00,SAR 0.00K,SAR 0.00,368.00,9465000000162172,2025-05-03 09:42:30,,83,3. 61 - 90 days,0.00,,1.00,SAR 0.00,2025-06-29 16:09:26,SAR 0.00,SAR 0.00,invoice,Closed,
