CreditNotes ID,Credit Note Date,Credit Note Number,Credit Note Status,Customer ID,Sub Total (BCY),Total (BCY),Balance (BCY),Created Time,Currency Code,Exchange Rate,Sales Person ID,Last Modified Time,Discount Amount (BCY),Adjustment (BCY)
9465000007917105,16 Jan 2025,CN-00137,Closed,9465000000103509,SAR 39.13,SAR 45.00,SAR 0.00,2025-01-16 11:35:29,SAR,1.00,,2025-01-18 19:35:36,SAR 0.00,SAR 0.00
9465000007968814,17 Jan 2025,SEB R.T.N -00002,Closed,9465000006150261,SAR 382.62,SAR 440.00,SAR 0.00,2025-01-17 14:19:35,SAR,1.00,,2025-01-17 14:19:43,SAR 0.00,SAR 0.00
9465000008043358,18 Jan 2025,CN-00139,Closed,9465000000107315,SAR 16.00,SAR 18.00,SAR 0.00,2025-01-18 19:29:37,SAR,1.00,,2025-01-18 19:29:45,SAR 0.00,SAR 0.00
9465000008043400,18 Jan 2025,CN-00140,Closed,9465000000108261,SAR 47.22,SAR 54.00,SAR 0.00,2025-01-18 19:31:30,SAR,1.00,,2025-01-18 19:31:37,SAR 0.00,SAR 0.00
9465000008043454,18 Jan 2025,CN-00141,Closed,9465000000107139,SAR 38.75,SAR 45.00,SAR 0.00,2025-01-18 19:33:12,SAR,1.00,,2025-01-18 19:33:23,SAR 0.00,SAR 0.00
9465000008043584,18 Jan 2025,CN-00143,Closed,9465000000107667,SAR 68.87,SAR 79.00,SAR 0.00,2025-01-18 19:41:24,SAR,1.00,,2025-01-18 19:41:31,SAR 0.00,SAR 0.00
9465000008043675,18 Jan 2025,CN-00144,Closed,9465000000106655,SAR 51.74,SAR 60.00,SAR 0.00,2025-01-18 19:43:01,SAR,1.00,,2025-01-18 19:43:08,SAR 0.00,SAR 0.00
9465000008043723,18 Jan 2025,CN-00145,Closed,9465000000104587,SAR 31.30,SAR 36.00,SAR 0.00,2025-01-18 19:49:14,SAR,1.00,,2025-01-18 19:49:21,SAR 0.00,SAR 0.00
9465000008043763,18 Jan 2025,CN-00146,Closed,9465000000105577,SAR 79.30,SAR 91.00,SAR 0.00,2025-01-18 19:52:24,SAR,1.00,,2025-01-18 19:52:31,SAR 0.00,SAR 0.00
9465000008043811,18 Jan 2025,CN-00147,Closed,9465000000104565,SAR 130.23,SAR 150.00,SAR 0.00,2025-01-18 19:54:36,SAR,1.00,,2025-01-21 14:56:08,SAR 0.00,SAR 0.00
9465000008043843,18 Jan 2025,CN-00148,Closed,9465000003865024,SAR 162.87,SAR 187.00,SAR 0.00,2025-01-18 19:57:17,SAR,1.00,,2025-01-18 19:57:24,SAR 0.00,SAR 0.00
9465000008043909,18 Jan 2025,CN-00149,Closed,9465000000107139,SAR 96.35,SAR 111.00,SAR 0.00,2025-01-18 20:00:44,SAR,1.00,,2025-01-18 20:00:51,SAR 0.00,SAR 0.00
9465000008043975,18 Jan 2025,CN-00150,Closed,9465000000108261,SAR 13.39,SAR 15.00,SAR 0.00,2025-01-18 20:04:07,SAR,1.00,,2025-01-18 20:04:13,SAR 0.00,SAR 0.00
9465000008230017,18 Jan 2025,CN-00151,Closed,9465000001042378,SAR 32.35,SAR 37.00,SAR 0.00,2025-01-18 20:06:01,SAR,1.00,,2025-01-18 20:06:09,SAR 0.00,SAR 0.00
9465000008230059,18 Jan 2025,CN-00152,Closed,9465000000104477,SAR 84.96,SAR 98.00,SAR 0.00,2025-01-18 20:09:08,SAR,1.00,,2025-01-18 20:09:15,SAR 0.00,SAR 0.00
9465000008230125,18 Jan 2025,CN-00153,Closed,9465000000105731,SAR 121.31,SAR 140.00,SAR 0.00,2025-01-18 20:11:50,SAR,1.00,,2025-01-18 20:11:57,SAR 0.00,SAR 0.00
9465000008230191,18 Jan 2025,CN-00154,Closed,9465000000106655,SAR 67.83,SAR 78.00,SAR 0.00,2025-01-18 20:26:21,SAR,1.00,,2025-01-18 20:26:28,SAR 0.00,SAR 0.00
9465000008230231,18 Jan 2025,CN-00155,Closed,9465000000103707,SAR 35.48,SAR 41.00,SAR 0.00,2025-01-18 20:28:13,SAR,1.00,,2025-01-18 20:28:30,SAR 0.00,SAR 0.00
9465000008357100,20 Jan 2025,CN-00156,Closed,9465000000191543,SAR 93.40,SAR 107.00,SAR 0.00,2025-01-20 13:29:05,SAR,1.00,,2025-01-25 08:30:05,SAR 0.00,SAR 0.00
9465000008448003,23 Jan 2025,CN-00157,Closed,9465000002106266,SAR 192.16,SAR 221.00,SAR 0.00,2025-01-23 09:41:04,SAR,1.00,,2025-01-23 09:41:14,SAR 0.00,SAR 0.00
9465000009342522,05 Feb 2025,CN-00158,Closed,9465000006409397,SAR 718.26,SAR 826.00,SAR 0.00,2025-02-05 11:05:13,SAR,1.00,,2025-02-05 11:05:13,SAR 0.00,SAR 0.00
9465000009391817,08 Feb 2025,CN-00159,Closed,9465000000106677,SAR 339.13,SAR 390.00,SAR 0.00,2025-02-08 10:35:34,SAR,1.00,,2025-02-08 10:35:43,SAR 0.00,SAR 0.00
9465000009391857,08 Feb 2025,CN-00160,Closed,9465000005773053,SAR 79.30,SAR 91.00,SAR 0.00,2025-02-08 10:37:59,SAR,1.00,,2025-02-08 10:38:08,SAR 0.00,SAR 0.00
9465000009391899,08 Feb 2025,CN-00161,Closed,9465000000105973,SAR 248.70,SAR 286.00,SAR 0.00,2025-02-08 10:41:16,SAR,1.00,,2025-02-08 10:41:34,SAR 0.00,SAR 0.00
9465000009391983,08 Feb 2025,CN-00162,Closed,9465000001063988,SAR 17.40,SAR 20.00,SAR 0.00,2025-02-08 10:44:32,SAR,1.00,,2025-02-08 10:44:40,SAR 0.00,SAR 0.00
9465000009407047,08 Feb 2025,CN-00163,Closed,9465000000104389,SAR 15.65,SAR 18.00,SAR 0.00,2025-02-08 10:51:33,SAR,1.00,,2025-02-08 10:51:40,SAR 0.00,SAR 0.00
9465000009407157,08 Feb 2025,CN-00164,Closed,9465000003150436,SAR 13.92,SAR 16.00,SAR 0.00,2025-02-08 10:56:47,SAR,1.00,,2025-02-08 11:16:42,SAR 0.00,SAR 0.00
9465000009407199,08 Feb 2025,CN-00165,Closed,9465000000106677,SAR 76.09,SAR 88.00,SAR 0.00,2025-02-08 10:58:50,SAR,1.00,,2025-02-08 10:58:57,SAR 0.00,SAR 0.00
9465000009407251,08 Feb 2025,CN-00166,Closed,9465000000107095,SAR 101.74,SAR 117.00,SAR 0.00,2025-02-08 11:30:26,SAR,1.00,,2025-02-08 11:30:33,SAR 0.00,SAR 0.00
9465000009407315,08 Feb 2025,CN-00167,Closed,9465000000107095,SAR 86.95,SAR 100.00,SAR 0.00,2025-02-08 11:34:13,SAR,1.00,,2025-02-08 11:34:38,SAR 0.00,SAR 0.00
9465000009407397,08 Feb 2025,CN-00168,Closed,9465000000107843,SAR 46.96,SAR 54.00,SAR 0.00,2025-02-08 11:37:13,SAR,1.00,,2025-02-08 11:37:24,SAR 0.00,SAR 0.00
9465000009407459,08 Feb 2025,CN-00169,Closed,9465000000104675,SAR 18.26,SAR 21.00,SAR 0.00,2025-02-08 11:58:49,SAR,1.00,,2025-02-12 13:55:12,SAR 0.00,SAR 0.00
9465000009407549,08 Feb 2025,CN-00170,Closed,9465000000105137,SAR 36.52,SAR 42.00,SAR 0.00,2025-02-08 12:10:29,SAR,1.00,,2025-02-08 12:10:37,SAR 0.00,SAR 0.00
9465000009407589,08 Feb 2025,CN-00171,Closed,9465000000103795,SAR 34.78,SAR 40.00,SAR 0.00,2025-02-08 12:12:47,SAR,1.00,,2025-02-09 12:05:31,SAR 0.00,SAR 0.00
9465000009407671,08 Feb 2025,CN-00172,Closed,9465000000106479,SAR 67.83,SAR 78.00,SAR 0.00,2025-02-08 12:44:23,SAR,1.00,,2025-02-08 12:44:32,SAR 0.00,SAR 0.00
9465000009407711,08 Feb 2025,CN-00173,Closed,9465000000107843,SAR 34.78,SAR 40.00,SAR 0.00,2025-02-08 12:47:27,SAR,1.00,,2025-02-08 12:47:36,SAR 0.00,SAR 0.00
9465000009757285,17 Feb 2025,CN-00175,Closed,9465000006043116,SAR 117.39,SAR 135.00,SAR 0.00,2025-02-17 14:41:53,SAR,1.00,,2025-02-17 14:41:54,SAR 0.00,SAR 0.00
9465000009760444,18 Feb 2025,CN-00176,Closed,9465000000107271,SAR 266.52,SAR 307.00,SAR 0.00,2025-02-18 12:54:57,SAR,1.00,,2025-02-18 12:55:50,SAR 0.00,SAR 0.00
9465000011117236,08 Mar 2025,CN-00179,Closed,9465000000103795,SAR 156.52,SAR 180.00,SAR 0.00,2025-03-08 10:49:20,SAR,1.00,,2025-03-08 10:49:33,SAR 0.00,SAR 0.00
9465000011117540,08 Mar 2025,CN-00183,Closed,9465000002106266,SAR 36.52,SAR 42.00,SAR 0.00,2025-03-08 11:02:51,SAR,1.00,,2025-03-08 11:03:01,SAR 0.00,SAR 0.00
9465000011117710,08 Mar 2025,CN-00187,Closed,9465000005773053,SAR 39.13,SAR 45.00,SAR 0.00,2025-03-08 11:10:46,SAR,1.00,,2025-03-08 11:10:53,SAR 0.00,SAR 0.00
9465000011118000,08 Mar 2025,CN-00191,Closed,9465000002106266,SAR 33.48,SAR 39.00,SAR 0.00,2025-03-08 11:31:14,SAR,1.00,,2025-03-08 11:31:22,SAR 0.00,SAR 0.00
9465000011117330,08 Mar 2025,CN-00180,Closed,9465000000105577,SAR 99.13,SAR 114.00,SAR 0.00,2025-03-08 10:54:58,SAR,1.00,,2025-03-08 10:55:08,SAR 0.00,SAR 0.00
9465000011117586,08 Mar 2025,CN-00184,Closed,9465000000104961,SAR 15.65,SAR 18.00,SAR 0.00,2025-03-08 11:04:56,SAR,1.00,,2025-03-08 11:06:04,SAR 0.00,SAR 0.00
9465000011117754,08 Mar 2025,CN-00188,Closed,9465000000107315,SAR 88.78,SAR 102.00,SAR 0.00,2025-03-08 11:14:43,SAR,1.00,,2025-03-08 11:15:03,SAR 0.00,SAR 0.00
9465000011180072,08 Mar 2025,CN-00192,Closed,9465000000107139,SAR 78.26,SAR 90.00,SAR 0.00,2025-03-08 11:33:41,SAR,1.00,,2025-03-08 11:34:19,SAR 0.00,SAR 0.00
9465000011117400,08 Mar 2025,CN-00181,Closed,9465000000104235,SAR 6.96,SAR 8.00,SAR 0.00,2025-03-08 10:56:57,SAR,1.00,,2025-03-08 10:57:04,SAR 0.00,SAR 0.00
9465000011117632,08 Mar 2025,CN-00185,Closed,9465000000105137,SAR 36.52,SAR 42.00,SAR 0.00,2025-03-08 11:06:46,SAR,1.00,,2025-03-08 11:06:54,SAR 0.00,SAR 0.00
9465000011117822,08 Mar 2025,CN-00189,Closed,9465000000108261,SAR 39.57,SAR 46.00,SAR 0.00,2025-03-08 11:20:12,SAR,1.00,,2025-03-08 11:22:23,SAR 0.00,SAR 0.00
9465000011117446,08 Mar 2025,CN-00182,Closed,9465000000104741,SAR 81.73,SAR 94.00,SAR 0.00,2025-03-08 10:59:51,SAR,1.00,,2025-03-08 11:00:00,SAR 0.00,SAR 0.00
9465000011117942,08 Mar 2025,CN-00190,Closed,9465000000107315,SAR 847.83,SAR 975.00,SAR 0.00,2025-03-08 11:24:23,SAR,1.00,,2025-03-08 11:24:38,SAR 0.00,SAR 0.00
9465000011600767,13 Mar 2025,CN-00193,Closed,9465000000104257,SAR 267.68,SAR 308.00,SAR 0.00,2025-03-13 11:01:35,SAR,1.00,,2025-03-13 11:02:05,SAR 0.00,SAR 0.00
9465000011662201,15 Mar 2025,CN-00196,Closed,9465000000107689,SAR 160.00,SAR 184.00,SAR 0.00,2025-03-15 10:12:08,SAR,1.00,,2025-03-15 10:12:22,SAR 0.00,SAR 0.00
9465000011662105,15 Mar 2025,CN-00195,Closed,9465000000106655,SAR 130.87,SAR 151.00,SAR 0.00,2025-03-15 10:07:58,SAR,1.00,,2025-03-15 10:08:07,SAR 0.00,SAR 0.00
9465000011662059,15 Mar 2025,CN-00194,Closed,9465000000105467,SAR 159.13,SAR 183.00,SAR 0.00,2025-03-15 10:03:08,SAR,1.00,,2025-03-15 10:03:16,SAR 0.00,SAR 0.00
9465000011979034,16 Mar 2025,CN-00198,Closed,9465000007032205,SAR 37.41,SAR 43.00,SAR 0.00,2025-03-16 14:54:28,SAR,1.00,,2025-03-16 14:54:40,SAR 0.00,SAR 0.00
9465000012268212,27 Mar 2025,CN-00199,Closed,9465000006793790,SAR 179.13,SAR 206.00,SAR 0.00,2025-03-27 11:41:02,SAR,1.00,,2025-03-27 11:41:03,SAR 0.00,SAR 0.00
9465000011117678,08 Mar 2025,CN-00186,Closed,9465000000104829,SAR 20.87,SAR 24.00,SAR 0.00,2025-03-08 11:08:31,SAR,1.00,,2025-04-01 09:14:33,SAR 0.00,SAR 0.00
9465000012421734,01 Apr 2025,CN-00201,Closed,9465000003362224,SAR 12.17,SAR 14.00,SAR 0.00,2025-04-01 22:52:18,SAR,1.00,,2025-04-01 22:52:26,SAR 0.00,SAR 0.00
9465000012421780,01 Apr 2025,CN-00202,Closed,9465000000108063,SAR 43.48,SAR 50.00,SAR 0.00,2025-04-01 22:53:50,SAR,1.00,,2025-04-01 22:53:59,SAR 0.00,SAR 0.00
9465000012421826,01 Apr 2025,CN-00203,Closed,9465000002106266,SAR 27.39,SAR 32.00,SAR 0.00,2025-04-01 22:55:15,SAR,1.00,,2025-04-01 22:55:25,SAR 0.00,SAR 0.00
9465000012421874,01 Apr 2025,CN-00204,Closed,9465000000104741,SAR 15.65,SAR 18.00,SAR 0.00,2025-04-01 22:57:08,SAR,1.00,,2025-04-01 22:57:15,SAR 0.00,SAR 0.00
9465000012421932,01 Apr 2025,CN-00205,Closed,9465000001042378,SAR 91.74,SAR 106.00,SAR 0.00,2025-04-01 22:59:05,SAR,1.00,,2025-04-01 22:59:12,SAR 0.00,SAR 0.00
9465000010933201,02 Mar 2025,CN-00178,Closed,9465000000107073,SAR 111.08,SAR 128.00,SAR 0.00,2025-03-02 16:18:57,SAR,1.00,,2025-04-06 14:10:47,SAR 0.00,SAR 0.00
9465000013197845,06 Apr 2025,CN-00207,Closed,9465000005773053,SAR 180.78,SAR 208.00,SAR 0.00,2025-04-06 10:03:02,SAR,1.00,,2025-04-06 10:03:10,SAR 0.00,SAR 0.00
9465000013408095,12 Apr 2025,CN-00208,Closed,9465000006043116,SAR 886.51,"SAR 1,020.00",SAR 0.00,2025-04-12 06:47:31,SAR,1.00,,2025-04-12 06:47:31,SAR 0.00,SAR 0.00
9465000013501246,14 Apr 2025,CN-00209,Closed,9465000006737388,SAR 291.31,SAR 335.00,SAR 0.00,2025-04-14 14:10:14,SAR,1.00,,2025-04-14 14:10:15,SAR 0.00,SAR 0.00
9465000013689768,16 Apr 2025,CN-00210,Closed,9465000000103795,SAR 40.52,SAR 47.00,SAR 0.00,2025-04-16 15:11:11,SAR,1.00,,2025-04-16 17:03:18,SAR 0.00,SAR 0.00
9465000012421992,01 Apr 2025,CN-00206,Closed,9465000009277568,SAR 176.09,SAR 203.00,SAR 0.00,2025-04-01 23:01:25,SAR,1.00,,2025-04-21 10:16:11,SAR 0.00,SAR 0.00
9465000013772533,20 Apr 2025,CN-00211,Closed,9465000003362224,SAR 176.36,SAR 203.00,SAR 0.00,2025-04-20 12:43:11,SAR,1.00,,2025-04-24 12:14:03,SAR 0.00,SAR 0.00
9465000013948623,26 Apr 2025,CN-00212,Closed,9465000006043116,SAR 239.13,SAR 275.00,SAR 0.00,2025-04-26 16:13:12,SAR,1.00,,2025-04-27 09:40:38,SAR 0.00,SAR 0.00
9465000012421690,01 Apr 2025,CN-00200,Closed,9465000009277568,SAR 88.70,SAR 102.00,SAR 0.00,2025-04-01 22:48:35,SAR,1.00,,2025-04-30 09:27:50,SAR 0.00,SAR 0.00
9465000014278222,30 Apr 2025,CN-00215,Closed,9465000000152506,SAR 594.00,SAR 683.00,SAR 0.00,2025-04-30 17:38:11,SAR,1.00,,2025-04-30 17:38:11,SAR 0.00,SAR 0.00
9465000014135658,29 Apr 2025,CN-00214,Closed,9465000007032205,SAR 48.94,SAR 56.00,SAR 0.00,2025-04-29 15:48:10,SAR,1.00,,2025-05-03 11:53:56,SAR 0.00,SAR 0.00
9465000014004600,27 Apr 2025,CN-00213,Closed,9465000006737238,SAR 125.22,SAR 144.00,SAR 0.00,2025-04-27 09:56:45,SAR,1.00,,2025-05-06 15:05:56,SAR 0.00,SAR 0.00
9465000014480532,07 May 2025,CN-00218,Closed,9465000000104829,SAR 41.13,SAR 47.00,SAR 0.00,2025-05-07 16:40:53,SAR,1.00,,2025-05-07 16:41:03,SAR 0.00,SAR 0.00
9465000014534854,10 May 2025,CN-00219,Closed,9465000000191543,SAR 83.74,SAR 96.00,SAR 0.00,2025-05-10 13:11:13,SAR,1.00,,2025-05-10 13:26:46,SAR 0.00,SAR 0.00
9465000014557578,11 May 2025,CN-00220,Closed,9465000000103795,SAR 10.43,SAR 12.00,SAR 0.00,2025-05-11 10:42:29,SAR,1.00,,2025-05-11 10:42:40,SAR 0.00,SAR 0.00
9465000014577743,12 May 2025,CN-00222,Closed,9465000000104433,SAR 39.99,SAR 46.00,SAR 0.00,2025-05-12 15:25:52,SAR,1.00,,2025-05-12 15:26:39,SAR 0.00,SAR 0.00
9465000014593979,13 May 2025,CN-00223,Closed,9465000000104477,SAR 14.26,SAR 16.00,SAR 0.00,2025-05-13 08:32:21,SAR,1.00,,2025-05-13 08:32:29,SAR 0.00,SAR 0.00
9465000014625074,13 May 2025,CN-00225,Closed,9465000003362224,SAR 70.49,SAR 81.00,SAR 0.00,2025-05-13 09:17:31,SAR,1.00,,2025-05-13 09:19:21,SAR 0.00,SAR 0.00
9465000014625184,13 May 2025,CN-00226,Closed,9465000000104961,SAR 13.05,SAR 15.00,SAR 0.00,2025-05-13 09:22:11,SAR,1.00,,2025-05-13 09:24:30,SAR 0.00,SAR 0.00
9465000010545437,01 Mar 2025,CN-00177,Closed,9465000000105027,SAR 11.30,SAR 13.00,SAR 0.00,2025-03-01 13:23:27,SAR,1.00,,2025-05-14 14:05:05,SAR 0.00,SAR 0.00
9465000014660413,14 May 2025,CN-00228,Closed,9465000000103993,SAR 106.70,SAR 123.00,SAR 0.00,2025-05-14 08:54:40,SAR,1.00,,2025-05-14 09:19:55,SAR 0.00,SAR 0.00
9465000014660661,14 May 2025,CN-00232,Closed,9465000000104389,SAR 31.30,SAR 36.00,SAR 0.00,2025-05-14 09:05:57,SAR,1.00,,2025-05-14 12:17:30,SAR 0.00,SAR 0.00
9465000014684565,14 May 2025,CN-00236,Closed,9465000000104389,SAR 36.52,SAR 42.00,SAR 0.00,2025-05-14 11:44:05,SAR,1.00,,2025-05-14 12:17:30,SAR 0.00,SAR 0.00
9465000014600972,13 May 2025,CN-00224,Closed,9465000000104477,SAR 31.48,SAR 36.00,SAR 0.00,2025-05-13 09:14:26,SAR,1.00,,2025-05-14 09:22:53,SAR 0.00,SAR 0.00
9465000014660531,14 May 2025,CN-00230,Closed,9465000000104961,SAR 23.48,SAR 27.00,SAR 0.00,2025-05-14 09:00:44,SAR,1.00,,2025-05-14 09:00:58,SAR 0.00,SAR 0.00
9465000014684065,14 May 2025,CN-00234,Closed,9465000000103795,SAR 27.83,SAR 32.00,SAR 0.00,2025-05-14 10:29:38,SAR,1.00,,2025-05-14 10:29:49,SAR 0.00,SAR 0.00
9465000015177089,15 May 2025,CN-00238,Closed,9465000000104477,SAR 53.32,SAR 61.00,SAR 0.00,2025-05-15 11:21:51,SAR,1.00,,2025-05-15 11:22:02,SAR 0.00,SAR 0.00
9465000014660379,14 May 2025,CN-00227,Closed,9465000007073135,SAR 13.57,SAR 16.00,SAR 0.00,2025-05-14 08:49:49,SAR,1.00,,2025-05-14 14:02:49,SAR 0.00,SAR 0.00
9465000014660603,14 May 2025,CN-00231,Closed,9465000001063988,SAR 39.13,SAR 45.00,SAR 0.00,2025-05-14 09:03:54,SAR,1.00,,2025-05-14 09:04:02,SAR 0.00,SAR 0.00
9465000014684123,14 May 2025,CN-00235,Closed,9465000000104961,SAR 8.70,SAR 10.00,SAR 0.00,2025-05-14 10:32:22,SAR,1.00,,2025-05-14 10:32:29,SAR 0.00,SAR 0.00
9465000014562309,11 May 2025,CN-00221,Closed,9465000000109053,SAR 153.87,SAR 177.00,SAR 0.00,2025-05-11 15:08:53,SAR,1.00,,2025-05-14 09:16:06,SAR 0.00,SAR 0.00
9465000014660485,14 May 2025,CN-00229,Closed,9465000000104741,SAR 20.43,SAR 24.00,SAR 0.00,2025-05-14 08:57:55,SAR,1.00,,2025-05-14 09:01:56,SAR 0.00,SAR 0.00
9465000014688002,14 May 2025,CN-00237,Closed,9465000007073135,SAR 62.61,SAR 72.00,SAR 0.00,2025-05-14 13:44:18,SAR,1.00,,2025-05-14 14:02:25,SAR 0.00,SAR 0.00
9465000015451118,19 May 2025,CN-00241,Closed,9465000000103795,SAR 60.87,SAR 70.00,SAR 0.00,2025-05-19 14:27:51,SAR,1.00,,2025-05-19 15:55:39,SAR 0.00,SAR 0.00
9465000014660715,14 May 2025,CN-00233,Closed,9465000000104675,SAR 5.57,SAR 6.00,SAR 0.00,2025-05-14 09:08:42,SAR,1.00,,2025-05-21 13:25:31,SAR 0.00,SAR 0.00
9465000015528003,22 May 2025,CN-00242,Closed,9465000000104675,SAR 20.87,SAR 24.00,SAR 0.00,2025-05-22 09:21:21,SAR,1.00,,2025-05-22 09:21:32,SAR 0.00,SAR 0.00
9465000014480263,07 May 2025,CN-00217,Closed,9465000006021255,"SAR 1,385.00","SAR 1,593.00",SAR 0.00,2025-05-07 12:04:12,SAR,1.00,,2025-05-27 15:52:12,SAR 0.00,SAR 0.00
9465000015633903,27 May 2025,CN-00243,Closed,9465000015610949,SAR 78.26,SAR 90.00,SAR 0.00,2025-05-27 11:39:21,SAR,1.00,,2025-05-27 11:39:22,SAR 0.00,SAR 0.00
9465000015861623,31 May 2025,CN-00247,Closed,9465000006736932,SAR 41.74,SAR 48.00,SAR 0.00,2025-05-31 14:38:11,SAR,1.00,,2025-05-31 14:38:17,SAR 0.00,SAR 0.00
9465000015670404,27 May 2025,CN-00244,Closed,9465000010517647,"SAR 2,963.47","SAR 3,408.00",SAR 0.00,2025-05-27 16:23:09,SAR,1.00,,2025-06-01 17:07:51,SAR 0.00,SAR 0.00
9465000015917559,01 Jun 2025,CN-00248,Closed,9465000014305069,SAR 229.56,SAR 264.00,SAR 0.00,2025-06-01 11:59:33,SAR,1.00,,2025-06-01 11:59:34,SAR 0.00,SAR 0.00
9465000016013666,03 Jun 2025,CN-00250,Closed,9465000003537418,"SAR 14,430.42","SAR 16,595.00",SAR 0.00,2025-06-03 08:47:19,SAR,1.00,,2025-06-03 08:47:32,SAR 0.00,SAR 0.00
9465000015838539,31 May 2025,CN-00246,Closed,9465000000103795,SAR 134.78,SAR 155.00,SAR 0.00,2025-05-31 11:27:21,SAR,1.00,,2025-06-09 09:19:58,SAR 0.00,SAR 0.00
9465000016304126,09 Jun 2025,CN-00254,Closed,9465000000104829,SAR 85.66,SAR 99.00,SAR 0.00,2025-06-09 09:17:47,SAR,1.00,,2025-06-09 09:17:55,SAR 0.00,SAR 0.00
9465000016497482,09 Jun 2025,CN-00258,Closed,9465000009757331,SAR 54.78,SAR 63.00,SAR 0.00,2025-06-09 14:15:31,SAR,1.00,,2025-06-09 14:15:41,SAR 0.00,SAR 0.00
9465000016276866,09 Jun 2025,CN-00252,Closed,9465000000104323,SAR 9.39,SAR 11.00,SAR 0.00,2025-06-09 09:02:36,SAR,1.00,,2025-06-09 09:03:24,SAR 0.00,SAR 0.00
9465000016304420,09 Jun 2025,CN-00256,Closed,9465000000104125,SAR 15.71,SAR 18.00,SAR 0.00,2025-06-09 09:42:32,SAR,1.00,,2025-06-09 09:43:45,SAR 0.00,SAR 0.00
9465000016276806,09 Jun 2025,CN-00251,Closed,9465000003362224,SAR 17.95,SAR 21.00,SAR 0.00,2025-06-09 08:59:04,SAR,1.00,,2025-06-09 08:59:13,SAR 0.00,SAR 0.00
9465000016304228,09 Jun 2025,CN-00255,Closed,9465000002126891,SAR 96.01,SAR 110.00,SAR 0.00,2025-06-09 09:24:40,SAR,1.00,,2025-06-09 09:24:52,SAR 0.00,SAR 0.00
9465000016497430,09 Jun 2025,CN-00257,Closed,9465000009757331,SAR 46.09,SAR 53.00,SAR 0.00,2025-06-09 14:13:31,SAR,1.00,,2025-06-09 14:13:31,SAR 0.00,SAR 0.00
9465000015923433,01 Jun 2025,CN-00249,Closed,9465000001042378,SAR 30.26,SAR 35.00,SAR 0.00,2025-06-01 14:29:54,SAR,1.00,,2025-06-10 13:10:29,SAR 0.00,SAR 0.00
9465000015621817,27 May 2025,CN-00245,Closed,9465000000103993,SAR 30.43,SAR 35.00,SAR 0.00,2025-05-27 17:14:24,SAR,1.00,,2025-06-10 15:20:13,SAR 0.00,SAR 0.00
9465000016797729,11 Jun 2025,CN-00259,Closed,9465000000104477,SAR 15.25,SAR 18.00,SAR 0.00,2025-06-11 09:20:51,SAR,1.00,,2025-06-11 09:20:59,SAR 0.00,SAR 0.00
9465000016891457,14 Jun 2025,CN-00260,Closed,9465000007282001,SAR 9.39,SAR 11.00,SAR 0.00,2025-06-14 14:05:38,SAR,1.00,,2025-06-14 14:33:16,SAR 0.00,SAR 0.00
9465000016976660,17 Jun 2025,CN-00262,Closed,9465000000117866,SAR 39.65,SAR 46.00,SAR 0.00,2025-06-17 07:55:42,SAR,1.00,,2025-06-17 07:55:42,SAR 0.00,SAR 0.00
9465000016276914,09 Jun 2025,CN-00253,Closed,9465000002106266,SAR 218.04,SAR 251.00,SAR 0.00,2025-06-09 09:12:36,SAR,1.00,,2025-06-18 12:17:20,SAR 0.00,SAR 0.00
9465000017134725,18 Jun 2025,CN-00263,Closed,9465000000108261,SAR 315.56,SAR 363.00,SAR 0.00,2025-06-18 14:12:55,SAR,1.00,,2025-06-18 14:13:18,SAR 0.00,SAR 0.00
9465000018202233,27 Jun 2025,CN-00265,Closed,9465000012076539,SAR 60.87,SAR 70.00,SAR 0.00,2025-06-27 16:03:33,SAR,1.00,,2025-06-27 16:04:01,SAR 0.00,SAR 0.00
9465000015338996,18 May 2025,CN-00239,Closed,9465000014556250,SAR 313.05,SAR 360.00,SAR 0.00,2025-05-18 08:50:20,SAR,1.00,,2025-06-28 18:33:09,SAR 0.00,SAR 0.00
9465000003461109,11 Sep 2024,CN-00019,Closed,9465000003461048,SAR 780.00,SAR 897.00,SAR 0.00,2024-09-11 12:32:18,SAR,1.00,9465000000162172,2025-06-29 16:45:49,SAR 0.00,SAR 0.00
9465000014387232,04 May 2025,CN-00216,Closed,9465000000152506,"SAR 2,200.00","SAR 2,530.00",SAR 0.00,2025-05-04 11:06:47,SAR,1.00,,2025-06-29 22:59:45,SAR 0.00,SAR 0.00
9465000015440972,19 May 2025,CN-00240,Closed,9465000000152506,"SAR 1,750.09","SAR 2,013.00",SAR 0.00,2025-05-19 12:22:31,SAR,1.00,,2025-06-29 22:59:54,SAR 0.00,SAR 0.00
9465000018729370,01 Jul 2025,CN-00266,Closed,9465000000104807,SAR 32.61,SAR 38.00,SAR 0.00,2025-07-01 13:03:34,SAR,1.00,,2025-07-01 13:08:41,SAR 0.00,SAR 0.00
9465000019176140,02 Jul 2025,CN-00267,Closed,9465000000104675,SAR 45.14,SAR 52.00,SAR 0.00,2025-07-02 14:07:42,SAR,1.00,,2025-07-02 14:10:52,SAR 0.00,SAR 0.00
9465000016932096,15 Jun 2025,CN-00261,Closed,9465000001063988,SAR 27.83,SAR 32.00,SAR 0.00,2025-06-15 11:35:20,SAR,1.00,,2025-07-03 11:28:27,SAR 0.00,SAR 0.00
